2020-09-01 19:39:49,960 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2020-09-01 19:39:50,518 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2020-09-01 19:39:50,618 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2020-09-01 19:39:50,619 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2020-09-01 19:39:50,889 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2020-09-01 19:39:50,890 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2020-09-01 19:39:51,683 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2020-09-01 19:50:30,464 INFO  SwAddin.cs: 271 - Assembly export called for file asm_car_asm
2020-09-01 19:50:30,466 INFO  SwAddin.cs: 276 - Save is required
2020-09-01 19:50:30,467 INFO  SwAddin.cs: 290 - Saving assembly
2020-09-01 19:50:30,467 INFO  SwAddin.cs: 293 - Opening property manager
2020-09-01 19:50:30,704 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from asm_car_asm
2020-09-01 19:50:30,857 INFO  ExportHelperExtension.cs: 1142 - Found 24 in asm_car_asm
2020-09-01 19:50:30,869 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in asm_car_asm
2020-09-01 19:50:30,870 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-09-01 19:50:30,885 INFO  ExportHelperExtension.cs: 1167 - 1 components to check
2020-09-01 19:50:30,886 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from asm_car_asm.stp-1
2020-09-01 19:50:30,887 INFO  ExportHelperExtension.cs: 1142 - Found 26 in asm_car_asm.stp-1
2020-09-01 19:50:30,887 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in asm_car_asm.stp-1
2020-09-01 19:50:30,887 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from asm_car_asm
2020-09-01 19:50:30,887 INFO  ExportHelperExtension.cs: 1142 - Found 24 in asm_car_asm
2020-09-01 19:50:30,888 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in asm_car_asm
2020-09-01 19:50:30,888 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-09-01 19:50:30,888 INFO  ExportHelperExtension.cs: 1167 - 1 components to check
2020-09-01 19:50:30,888 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from asm_car_asm.stp-1
2020-09-01 19:50:30,889 INFO  ExportHelperExtension.cs: 1142 - Found 26 in asm_car_asm.stp-1
2020-09-01 19:50:30,889 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in asm_car_asm.stp-1
2020-09-01 19:50:31,410 INFO  SwAddin.cs: 316 - Loading config tree
2020-09-01 19:50:31,415 INFO  ExportPropertyManagerExtension.cs: 597 - Starting new configuration
2020-09-01 19:50:31,418 INFO  SwAddin.cs: 321 - Showing property manager
2020-09-01 19:58:18,532 INFO  ExportPropertyManager.cs: 450 - Configuration canceled
2020-09-01 19:58:20,523 INFO  ExportPropertyManager.cs: 1184 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-09-01 20:00:45,241 INFO  SwAddin.cs: 271 - Assembly export called for file asm_car_asm
2020-09-01 20:00:45,241 INFO  SwAddin.cs: 276 - Save is required
2020-09-01 20:00:45,242 INFO  SwAddin.cs: 290 - Saving assembly
2020-09-01 20:00:45,242 INFO  SwAddin.cs: 293 - Opening property manager
2020-09-01 20:00:45,242 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from asm_car_asm
2020-09-01 20:00:45,243 INFO  ExportHelperExtension.cs: 1142 - Found 24 in asm_car_asm
2020-09-01 20:00:45,243 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in asm_car_asm
2020-09-01 20:00:45,244 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-09-01 20:00:45,244 INFO  ExportHelperExtension.cs: 1167 - 1 components to check
2020-09-01 20:00:45,244 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from asm_car_asm.stp-1
2020-09-01 20:00:45,244 INFO  ExportHelperExtension.cs: 1142 - Found 26 in asm_car_asm.stp-1
2020-09-01 20:00:45,245 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in asm_car_asm.stp-1
2020-09-01 20:00:45,245 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from asm_car_asm
2020-09-01 20:00:45,245 INFO  ExportHelperExtension.cs: 1142 - Found 24 in asm_car_asm
2020-09-01 20:00:45,246 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in asm_car_asm
2020-09-01 20:00:45,246 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-09-01 20:00:45,246 INFO  ExportHelperExtension.cs: 1167 - 1 components to check
